State,Area name,"Less than a high school diploma, 2013-17","High school diploma only, 2013-17","Some college or associate's degree, 2013-17","Bachelor's degree or higher, 2013-17","Percent of adults with less than a high school diploma, 2013-17","Percent of adults with a high school diploma only, 2013-17","Percent of adults completing some college or associate's degree, 2013-17","Percent of adults with a bachelor's degree or higher, 2013-17"
CT,Connecticut,"242,500","673,582","611,016","953,199",9.8,27.2,24.6,38.4
CT,Fairfield County,"68,146","141,048","134,711","298,496",10.6,22,21,46.5
CT,Hartford County,"66,150","169,040","154,982","232,691",10.6,27.1,24.9,37.4
CT,Litchfield County,"10,836","39,337","37,873","47,364",8,29.1,28,35
CT,Middlesex County,"7,140","32,362","30,873","48,406",6,27.2,26,40.8
CT,New Haven County,"59,891","182,609","146,901","206,378",10.1,30.7,24.7,34.6
CT,New London County,"15,314","56,761","54,405","62,148",8.1,30.1,28.8,32.9
CT,Tolland County,"5,616","25,979","26,080","38,004",5.9,27.2,27.3,39.7
CT,Windham County,"9,407","26,446","25,191","19,712",11.6,32.7,31.2,24.4
DE,Delaware,"69,644","203,135","176,992","201,769",10.7,31.2,27.2,31
DE,Kent County,"14,427","37,753","35,143","26,837",12.6,33.1,30.8,23.5
DE,New Castle County,"34,178","112,114","96,770","134,897",9,29.7,25.6,35.7
DE,Sussex County,"21,039","53,268","45,079","40,035",13.2,33.4,28.3,25.1
DC,District of Columbia,"46,497","84,119","76,804","270,423",9.7,17.6,16.1,56.6
DC,District of Columbia,"46,497","84,119","76,804","270,423",9.7,17.6,16.1,56.6
FL,Florida,"1,787,348","4,170,468","4,342,392","4,095,858",12.4,29,30.2,28.5
FL,Alachua County,"12,281","34,600","44,781","64,670",7.9,22.1,28.6,41.4
FL,Baker County,"2,890","7,610","5,395","2,395",15.8,41.6,29.5,13.1
FL,Bay County,"13,637","38,862","45,059","28,085",10.9,30.9,35.9,22.4
FL,Bradford County,"4,222","7,371","5,742","2,016",21.8,38.1,29.7,10.4
FL,Brevard County,"34,563","119,517","145,967","118,861",8.3,28.5,34.8,28.4
FL,Broward County,"151,309","361,416","396,596","417,852",11.4,27.2,29.9,31.5
FL,Calhoun County,"2,320","4,154","2,825",982,22.6,40.4,27.5,9.6
FL,Charlotte County,"14,099","48,525","47,152","31,643",10,34.3,33.3,22.4
FL,Citrus County,"14,146","42,369","35,524","19,994",12.6,37.8,31.7,17.8
FL,Clay County,"12,179","42,925","49,694","32,556",8.9,31.3,36.2,23.7
FL,Collier County,"36,199","70,815","67,570","93,730",13.5,26.4,25.2,34.9
FL,Columbia County,"6,117","17,050","16,295","7,751",13,36.1,34.5,16.4
FL,DeSoto County,"7,440","10,173","4,685","2,895",29.5,40.4,18.6,11.5
FL,Dixie County,"2,567","5,404","3,212","1,126",20.9,43.9,26.1,9.1
FL,Duval County,"65,766","172,339","202,562","177,121",10.6,27.9,32.8,28.7
FL,Escambia County,"19,462","56,231","76,846","53,465",9.4,27.3,37.3,26
FL,Flagler County,"6,384","26,556","27,641","18,686",8.1,33.5,34.9,23.6
FL,Franklin County,"1,658","3,267","2,327","1,639",18.6,36.7,26.2,18.4
FL,Gadsden County,"6,498","11,578","8,682","5,197",20.3,36.2,27.2,16.3
FL,Gilchrist County,"1,802","4,631","3,733","1,436",15.5,39.9,32.2,12.4
FL,Glades County,"2,607","3,912","2,298","1,077",26.3,39.5,23.2,10.9
FL,Gulf County,"1,898","4,441","3,539","2,249",15.7,36.6,29.2,18.5
FL,Hamilton County,"2,431","4,069","2,386","1,009",24.6,41.1,24.1,10.2
FL,Hardee County,"4,847","7,595","3,027","1,819",28,43.9,17.5,10.5
FL,Hendry County,"8,503","8,056","5,777","2,061",34.9,33,23.7,8.4
FL,Hernando County,"16,324","49,005","45,296","22,780",12.2,36.7,34,17.1
FL,Highlands County,"12,195","27,985","22,938","13,053",16,36.7,30.1,17.1
FL,Hillsborough County,"108,113","248,025","264,838","291,612",11.8,27.2,29,32
FL,Holmes County,"3,322","5,440","3,565","1,600",23.9,39.1,25.6,11.5
FL,Indian River County,"13,007","34,743","33,505","31,330",11.6,30.9,29.8,27.8
FL,Jackson County,"7,197","12,611","10,616","4,955",20.3,35.6,30,14
FL,Jefferson County,"2,088","3,597","2,934","2,313",19.1,32.9,26.8,21.2
FL,Lafayette County,"1,610","2,368","1,321",860,26.1,38.4,21.4,14
FL,Lake County,"27,240","79,606","79,012","53,520",11.4,33.3,33,22.4
FL,Lee County,"66,037","160,987","152,529","142,016",12.7,30.9,29.2,27.2
FL,Leon County,"11,407","31,189","48,655","76,233",6.8,18.6,29.1,45.5
FL,Levy County,"4,756","11,934","8,716","3,445",16.5,41.4,30.2,11.9
FL,Liberty County,"1,144","2,762","1,119",630,20.2,48.8,19.8,11.1
FL,Madison County,"2,372","5,145","4,166","1,671",17.8,38.5,31.2,12.5
FL,Manatee County,"29,814","82,335","78,466","78,176",11.1,30.6,29.2,29.1
FL,Marion County,"33,768","94,296","77,728","49,412",13.2,36.9,30.5,19.4
FL,Martin County,"11,596","31,090","38,168","38,583",9.7,26,32,32.3
FL,Miami-Dade County,"362,333","537,439","476,331","530,196",19,28.2,25,27.8
FL,Monroe County,"5,246","16,597","18,895","18,992",8.8,27.8,31.6,31.8
FL,Nassau County,"4,923","18,782","17,750","15,459",8.6,33,31.2,27.2
FL,Okaloosa County,"11,289","34,037","49,298","40,112",8.4,25.3,36.6,29.8
FL,Okeechobee County,"7,269","10,700","6,853","3,062",26.1,38.4,24.6,11
FL,Orange County,"100,986","214,138","259,147","279,550",11.8,25.1,30.4,32.7
FL,Osceola County,"29,688","68,481","74,007","40,391",14,32.2,34.8,19
FL,Palm Beach County,"123,896","258,726","293,782","360,746",11.9,24.9,28.3,34.8
FL,Pasco County,"40,760","119,260","118,749","81,795",11.3,33.1,32.9,22.7
FL,Pinellas County,"67,211","206,075","232,382","217,265",9.3,28.5,32.1,30.1
FL,Polk County,"70,510","159,148","131,617","87,405",15.7,35.5,29.3,19.5
FL,Putnam County,"10,473","20,565","13,783","6,400",20.4,40.1,26.9,12.5
FL,St. Johns County,"8,895","33,987","48,202","68,621",5.6,21.3,30.2,43
FL,St. Lucie County,"29,694","72,836","69,948","41,982",13.8,34,32.6,19.6
FL,Santa Rosa County,"10,766","31,250","41,945","31,247",9.3,27.1,36.4,27.1
FL,Sarasota County,"24,009","94,898","93,439","108,780",7.5,29.6,29.1,33.9
FL,Seminole County,"18,433","68,552","108,480","117,681",5.9,21.9,34.6,37.6
FL,Sumter County,"8,728","31,411","31,877","32,228",8.4,30.1,30.6,30.9
FL,Suwannee County,"6,054","12,148","8,184","4,197",19.8,39.7,26.8,13.7
FL,Taylor County,"3,309","6,878","4,578","1,390",20.5,42.6,28.3,8.6
FL,Union County,"2,723","4,257","3,387",937,24.1,37.7,30,8.3
FL,Volusia County,"39,552","126,013","129,181","86,516",10.4,33.1,33.9,22.7
FL,Wakulla County,"2,842","8,248","7,666","4,048",12.5,36.2,33.6,17.8
FL,Walton County,"6,532","12,289","15,114","12,381",14.1,26.5,32.6,26.7
FL,Washington County,"3,412","7,169","4,910","1,973",19.5,41.1,28.1,11.3
GA,Georgia,"919,657","1,877,212","1,893,426","2,003,531",13.7,28,28.3,29.9
GA,Appling County,"3,076","4,961","2,904","1,425",24.9,40.1,23.5,11.5
GA,Atkinson County,"1,580","2,103","1,131",428,30.1,40.1,21.6,8.2
GA,Bacon County,"1,308","3,082","2,185",879,17.5,41.3,29.3,11.8
GA,Baker County,516,861,676,255,22.4,37.3,29.3,11
GA,Baldwin County,"5,045","10,206","7,371","5,439",18,36.4,26.3,19.4
GA,Banks County,"2,905","5,273","2,929","1,503",23,41.8,23.2,11.9
GA,Barrow County,"8,200","16,651","15,540","8,421",16.8,34.1,31.8,17.3
GA,Bartow County,"11,783","23,464","19,788","13,228",17.3,34.4,29,19.4
GA,Ben Hill County,"2,128","4,959","3,157","1,168",18.6,43.5,27.7,10.2
GA,Berrien County,"2,578","5,337","3,494","1,514",19.9,41.3,27,11.7
GA,Bibb County,"14,868","32,104","27,422","25,264",14.9,32.2,27.5,25.4
GA,Bleckley County,"1,214","3,397","2,043","1,381",15.1,42.3,25.4,17.2
GA,Brantley County,"2,271","5,982","3,172",972,18.3,48.3,25.6,7.8
GA,Brooks County,"2,149","4,161","3,226","1,498",19.5,37.7,29.2,13.6
GA,Bryan County,"1,875","5,844","7,137","7,134",8.5,26.6,32.5,32.4
GA,Bulloch County,"5,384","11,028","12,796","11,289",13.3,27.2,31.6,27.9
GA,Burke County,"2,932","5,430","4,586","1,715",20,37,31.3,11.7
GA,Butts County,"3,739","7,054","3,929","1,732",22.7,42.9,23.9,10.5
GA,Calhoun County,"1,251","1,950","1,204",459,25.7,40.1,24.8,9.4
GA,Camden County,"2,741","10,108","11,907","7,646",8.5,31.2,36.7,23.6
GA,Candler County,"1,757","2,545","1,884","1,042",24.3,35.2,26.1,14.4
GA,Carroll County,"12,518","24,779","20,384","14,068",17.4,34.5,28.4,19.6
GA,Catoosa County,"6,020","14,487","15,440","9,134",13.4,32.1,34.2,20.3
GA,Charlton County,"2,044","3,809","2,352",770,22.8,42.4,26.2,8.6
GA,Chatham County,"20,256","45,712","60,641","63,058",10.7,24.1,32,33.2
GA,Chattahoochee County,359,"1,303","1,653","1,633",7.3,26.3,33.4,33
GA,Chattooga County,"4,638","6,680","4,137","1,735",27,38.9,24.1,10.1
GA,Cherokee County,"14,303","37,466","48,752","55,763",9.2,24,31.2,35.7
GA,Clarke County,"9,091","14,411","16,535","28,139",13.3,21.1,24.3,41.3
GA,Clay County,357,922,601,183,17.3,44.7,29.1,8.9
GA,Clayton County,"26,810","55,781","53,768","32,153",15.9,33.1,31.9,19.1
GA,Clinch County,"1,182","1,530","1,214",549,26.4,34.2,27.1,12.3
GA,Cobb County,"43,036","92,922","131,573","223,352",8.8,18.9,26.8,45.5
GA,Coffee County,"6,039","10,618","7,270","3,922",21.7,38.1,26.1,14.1
GA,Colquitt County,"7,951","11,304","6,584","3,705",26.9,38.3,22.3,12.5
GA,Columbia County,"7,278","23,361","31,380","32,517",7.7,24.7,33.2,34.4
GA,Cook County,"2,391","4,190","3,001","1,665",21.3,37.3,26.7,14.8
GA,Coweta County,"10,087","27,383","27,380","26,536",11,30,30,29
GA,Crawford County,"1,367","3,246","3,009","1,159",15.6,37,34.3,13.2
GA,Crisp County,"2,893","6,134","4,060","2,061",19.1,40.5,26.8,13.6
GA,Dade County,"2,327","3,806","3,458","1,552",20.9,34.2,31,13.9
GA,Dawson County,"2,190","4,764","4,517","5,173",13.2,28.6,27.1,31.1
GA,Decatur County,"3,467","6,393","5,345","2,658",19.4,35.8,29.9,14.9
GA,DeKalb County,"56,165","104,886","126,662","209,542",11.3,21.1,25.5,42.1
GA,Dodge County,"2,523","6,246","3,930","2,175",17,42,26.4,14.6
GA,Dooly County,"2,723","3,888","2,484","1,002",27,38.5,24.6,9.9
GA,Dougherty County,"10,089","16,884","19,138","12,055",17.3,29,32.9,20.7
GA,Douglas County,"10,595","28,350","27,091","24,036",11.8,31.5,30.1,26.7
GA,Early County,"1,367","2,527","1,889","1,182",19.6,36.3,27.1,17
GA,Echols County,808,917,725,181,30.7,34.9,27.6,6.9
GA,Effingham County,"4,777","13,799","11,146","7,080",13,37.5,30.3,19.2
GA,Elbert County,"2,882","6,082","3,016","1,489",21.4,45.2,22.4,11.1
GA,Emanuel County,"2,975","6,395","3,595","1,850",20.1,43.2,24.3,12.5
GA,Evans County,"1,697","2,814","1,533","1,111",23.7,39.3,21.4,15.5
GA,Fannin County,"2,641","7,023","5,445","3,547",14.2,37.6,29.2,19
GA,Fayette County,"3,761","15,145","20,681","34,680",5.1,20.4,27.8,46.7
GA,Floyd County,"12,383","20,321","17,942","13,047",19.4,31.9,28.2,20.5
GA,Forsyth County,"10,147","22,962","34,728","68,279",7.5,16.9,25.5,50.2
GA,Franklin County,"3,462","5,969","3,871","1,952",22.7,39.1,25.4,12.8
GA,Fulton County,"55,797","123,821","156,638","338,740",8.3,18.3,23.2,50.2
GA,Gilmer County,"4,064","7,561","5,929","4,005",18.9,35.1,27.5,18.6
GA,Glascock County,463,876,534,194,22.4,42.4,25.8,9.4
GA,Glynn County,"6,867","15,985","18,060","16,675",11.9,27.8,31.4,29
GA,Gordon County,"8,704","13,019","10,742","5,147",23.1,34.6,28.6,13.7
GA,Grady County,"3,764","6,111","4,693","2,317",22.3,36.2,27.8,13.7
GA,Greene County,"2,195","4,066","2,996","3,186",17.6,32.7,24.1,25.6
GA,Gwinnett County,"70,355","130,320","163,484","198,820",12.5,23.1,29,35.3
GA,Habersham County,"6,480","9,984","7,621","5,413",22,33.8,25.8,18.4
GA,Hall County,"27,193","34,341","33,854","29,307",21.8,27.5,27.1,23.5
GA,Hancock County,"2,026","2,806","1,293",584,30.2,41.8,19.3,8.7
GA,Haralson County,"4,091","7,170","5,459","2,748",21,36.8,28,14.1
GA,Harris County,"2,514","5,648","8,593","6,310",10.9,24.5,37.3,27.4
GA,Hart County,"3,402","7,082","5,103","2,486",18.8,39.2,28.2,13.8
GA,Heard County,"1,556","3,554","1,953",851,19.7,44.9,24.7,10.8
GA,Henry County,"13,690","42,012","44,317","38,821",9.9,30.3,31.9,28
GA,Houston County,"9,058","28,221","35,551","24,759",9.3,28.9,36.4,25.4
GA,Irwin County,"1,136","2,590","1,800",834,17.9,40.7,28.3,13.1
GA,Jackson County,"7,396","14,174","12,936","8,462",17.2,33,30.1,19.7
GA,Jasper County,"2,247","3,585","2,595",989,23.9,38.1,27.6,10.5
GA,Jeff Davis County,"2,232","3,542","2,941","1,001",23,36.5,30.3,10.3
GA,Jefferson County,"2,735","4,438","2,397","1,136",25.5,41.5,22.4,10.6
GA,Jenkins County,"1,243","2,478","1,635",482,21.3,42.4,28,8.3
GA,Johnson County,"1,702","3,009","1,591",668,24.4,43.2,22.8,9.6
GA,Jones County,"2,270","7,477","5,677","4,038",11.7,38.4,29.2,20.7
GA,Lamar County,"1,688","4,396","3,439","2,147",14.5,37.7,29.5,18.4
GA,Lanier County,"1,374","2,272","2,107","1,076",20.1,33.3,30.9,15.8
GA,Laurens County,"5,085","14,000","7,653","4,885",16.1,44.3,24.2,15.4
GA,Lee County,"2,131","5,538","6,537","4,908",11.1,29,34.2,25.7
GA,Liberty County,"3,241","11,099","14,246","6,901",9.1,31.3,40.1,19.4
GA,Lincoln County,967,"2,497","1,536",687,17,43.9,27,12.1
GA,Long County,"1,470","3,347","4,357","1,691",13.5,30.8,40.1,15.6
GA,Lowndes County,"10,400","19,510","19,776","16,780",15.6,29.4,29.8,25.2
GA,Lumpkin County,"3,303","5,727","5,482","5,274",16.7,28.9,27.7,26.7
GA,McDuffie County,"2,658","5,590","3,699","2,156",18.8,39.6,26.2,15.3
GA,McIntosh County,"1,815","3,807","3,462","1,474",17.2,36.1,32.8,14
GA,Macon County,"2,631","3,262","2,935",830,27.2,33.8,30.4,8.6
GA,Madison County,"3,479","7,417","5,457","3,283",17.7,37.8,27.8,16.7
GA,Marion County,"1,396","2,258","1,687",761,22.9,37,27.6,12.5
GA,Meriwether County,"3,358","5,780","4,023","1,570",22.8,39.2,27.3,10.7
GA,Miller County,733,"1,598","1,298",466,17.9,39,31.7,11.4
GA,Mitchell County,"3,580","5,888","3,949","1,881",23.4,38.5,25.8,12.3
GA,Monroe County,"2,998","6,776","4,856","4,294",15.8,35.8,25.7,22.7
GA,Montgomery County,"1,115","2,283","1,644",924,18.7,38.3,27.6,15.5
GA,Morgan County,"1,665","4,293","3,696","2,733",13.4,34.7,29.8,22.1
GA,Murray County,"8,430","9,650","5,439","2,498",32.4,37.1,20.9,9.6
GA,Muscogee County,"16,133","35,456","43,086","33,207",12.6,27.7,33.7,26
GA,Newton County,"9,896","21,816","21,889","13,303",14.8,32.6,32.7,19.9
GA,Oconee County,"1,329","4,928","5,913","11,325",5.7,21,25.2,48.2
GA,Oglethorpe County,"2,309","3,767","2,755","1,626",22.1,36,26.3,15.5
GA,Paulding County,"9,669","32,067","31,841","23,711",9.9,33,32.7,24.4
GA,Peach County,"2,444","5,297","5,971","3,493",14.2,30.8,34.7,20.3
GA,Pickens County,"3,599","6,362","6,634","5,492",16.3,28.8,30,24.9
GA,Pierce County,"2,352","5,208","3,766","1,643",18.1,40.2,29,12.7
GA,Pike County,"1,341","4,989","3,816","2,001",11,41.1,31.4,16.5
GA,Polk County,"6,349","10,399","7,044","3,458",23.3,38.2,25.8,12.7
GA,Pulaski County,"1,688","3,393","2,320","1,065",19.9,40.1,27.4,12.6
GA,Putnam County,"2,209","5,779","4,317","3,358",14.1,36.9,27.6,21.4
GA,Quitman County,493,640,387,138,29.7,38.6,23.3,8.3
GA,Rabun County,"1,995","4,108","3,086","3,113",16.2,33.4,25.1,25.3
GA,Randolph County,"1,311","1,747","1,322",602,26.3,35.1,26.5,12.1
GA,Richmond County,"22,143","40,231","40,700","27,471",17,30.8,31.2,21
GA,Rockdale County,"7,534","18,611","16,664","14,860",13.1,32.3,28.9,25.8
GA,Schley County,626,"1,154","1,108",458,18.7,34.5,33.1,13.7
GA,Screven County,"1,744","3,950","2,553","1,424",18,40.8,26.4,14.7
GA,Seminole County,948,"2,430","1,667",895,16,40.9,28.1,15.1
GA,Spalding County,"8,399","16,479","11,317","6,998",19.4,38.2,26.2,16.2
GA,Stephens County,"3,158","6,202","4,462","3,374",18.4,36.1,25.9,19.6
GA,Stewart County,"1,481","1,653",647,535,34.3,38.3,15,12.4
GA,Sumter County,"4,101","6,473","5,408","3,227",21.3,33.7,28.2,16.8
GA,Talbot County,992,"2,054","1,133",596,20.8,43,23.7,12.5
GA,Taliaferro County,420,646,202,93,30.9,47.5,14.8,6.8
GA,Tattnall County,"4,562","6,931","4,122","2,184",25.6,38.9,23.2,12.3
GA,Taylor County,"1,331","2,068","1,690",652,23.2,36,29.4,11.4
GA,Telfair County,"3,651","5,836","1,833",998,29.6,47.4,14.9,8.1
GA,Terrell County,"1,470","1,904","2,040",655,24.2,31.4,33.6,10.8
GA,Thomas County,"5,334","9,510","8,850","6,757",17.5,31.2,29.1,22.2
GA,Tift County,"4,582","8,929","7,859","4,320",17.8,34.8,30.6,16.8
GA,Toombs County,"3,384","6,798","4,531","2,772",19.4,38.9,25.9,15.9
GA,Towns County,888,"2,472","2,691","2,082",10.9,30.4,33.1,25.6
GA,Treutlen County,"1,127","1,703","1,195",739,23.7,35.7,25.1,15.5
GA,Troup County,"7,373","15,913","13,240","8,318",16.4,35.5,29.5,18.5
GA,Turner County,"1,306","2,094","1,405",750,23.5,37.7,25.3,13.5
GA,Twiggs County,"1,886","2,294","1,272",555,31.4,38.2,21.2,9.2
GA,Union County,"1,969","6,016","5,578","3,824",11.3,34.6,32.1,22
GA,Upson County,"3,756","6,657","5,281","2,328",20.8,36.9,29.3,12.9
GA,Walker County,"8,956","17,810","13,816","7,438",18.7,37.1,28.8,15.5
GA,Walton County,"7,726","22,246","17,334","11,074",13.2,38.1,29.7,19
GA,Ware County,"4,269","10,011","6,675","3,259",17.6,41.3,27.6,13.5
GA,Warren County,987,"1,738",693,544,24.9,43.9,17.5,13.7
GA,Washington County,"2,994","5,881","3,354","1,840",21.3,41.8,23.8,13.1
GA,Wayne County,"3,775","8,006","5,796","2,562",18.7,39.8,28.8,12.7
GA,Webster County,344,885,372,203,19.1,49.1,20.6,11.3
GA,Wheeler County,"1,256","2,699","1,033",438,23.1,49.7,19,8.1
GA,White County,"2,961","6,368","6,678","4,059",14.8,31.7,33.3,20.2
GA,Whitfield County,"20,605","19,162","16,812","9,646",31.1,28.9,25.4,14.6
GA,Wilcox County,"1,231","3,183","1,304",672,19.3,49.8,20.4,10.5
GA,Wilkes County,"1,494","2,900","1,586",999,21.4,41.6,22.7,14.3
GA,Wilkinson County,"1,087","3,259","1,346",561,17.4,52.1,21.5,9
GA,Worth County,"3,094","5,533","3,951","1,559",21.9,39.1,27.9,11
HI,Hawaii,"82,460","273,162","313,348","315,350",8.4,27.8,31.8,32
HI,Hawaii County,"10,643","43,028","44,957","39,504",7.7,31.1,32.5,28.6
HI,Honolulu County,"58,556","177,945","212,261","231,170",8.6,26.2,31.2,34
HI,Kalawao County,10,20,31,18,12.7,25.3,39.2,22.8
HI,Kauai County,"4,128","15,699","16,249","14,199",8.2,31.2,32.3,28.2
HI,Maui County,"9,123","36,470","39,850","30,459",7.9,31.5,34.4,26.3
ID,Idaho,"103,895","292,202","384,075","285,141",9.8,27.4,36.1,26.8
ID,Ada County,"15,350","64,701","100,420","108,903",5.3,22.4,34.7,37.6
ID,Adams County,330,"1,132",963,616,10.9,37.2,31.7,20.3
ID,Bannock County,"4,215","13,694","19,934","14,756",8,26,37.9,28.1
ID,Bear Lake County,244,"1,502","1,366",792,6.3,38.5,35,20.3
ID,Benewah County,882,"2,508","2,129",903,13.7,39.1,33.2,14.1
ID,Bingham County,"3,573","8,395","9,952","5,232",13.2,30.9,36.7,19.3
ID,Blaine County,"1,719","3,253","4,065","6,120",11.3,21.5,26.8,40.4
ID,Boise County,346,"1,517","1,927","1,560",6.5,28.4,36,29.2
ID,Bonner County,"2,736","9,333","11,843","6,920",8.9,30.3,38.4,22.4
ID,Bonneville County,"5,646","17,449","23,921","19,473",8.5,26.2,36,29.3
ID,Boundary County,811,"2,926","2,700","1,432",10.3,37.2,34.3,18.2
ID,Butte County,150,690,763,294,7.9,36.4,40.2,15.5
ID,Camas County,58,199,228,126,9.5,32.6,37.3,20.6
ID,Canyon County,"19,417","40,409","43,366","22,744",15.4,32.1,34.4,18.1
ID,Caribou County,351,"1,554","1,622",886,8,35.2,36.8,20.1
ID,Cassia County,"2,608","4,019","4,620","2,491",19,29.3,33.6,18.1
ID,Clark County,172,166,149,100,29.3,28.3,25.4,17
ID,Clearwater County,709,"2,337","2,455","1,158",10.6,35.1,36.9,17.4
ID,Custer County,334,"1,017","1,153",731,10.3,31.4,35.6,22.6
ID,Elmore County,"1,960","4,471","6,785","2,823",12.2,27.9,42.3,17.6
ID,Franklin County,706,"2,520","2,855","1,538",9.3,33.1,37.5,20.2
ID,Fremont County,993,"2,651","2,833","1,733",12.1,32.3,34.5,21.1
ID,Gem County,"1,433","4,579","3,713","1,971",12.3,39.2,31.7,16.9
ID,Gooding County,"2,127","3,344","2,751","1,417",22.1,34.7,28.5,14.7
ID,Idaho County,"1,212","4,181","4,266","2,282",10.1,35,35.7,19.1
ID,Jefferson County,"1,912","4,443","5,999","3,332",12.2,28.3,38.2,21.2
ID,Jerome County,"3,341","4,487","4,204","1,805",24.1,32.4,30.4,13
ID,Kootenai County,"7,341","27,945","42,230","25,216",7.1,27.2,41.1,24.5
ID,Latah County,814,"4,075","6,607","9,968",3.8,19,30.8,46.4
ID,Lemhi County,593,"1,918","2,112","1,327",10,32.2,35.5,22.3
ID,Lewis County,276,887,"1,089",440,10.3,32.9,40.5,16.3
ID,Lincoln County,710,"1,158","1,075",294,21.9,35.8,33.2,9.1
ID,Madison County,742,"2,430","6,939","6,057",4.6,15,42.9,37.5
ID,Minidoka County,"2,877","3,733","4,303","1,802",22.6,29.4,33.8,14.2
ID,Nez Perce County,"2,222","8,700","10,534","6,286",8,31.4,38,22.7
ID,Oneida County,237,963,"1,043",400,9,36.4,39.5,15.1
ID,Owyhee County,"1,827","2,559","2,238",710,24.9,34.9,30.5,9.7
ID,Payette County,"1,955","5,152","5,660","2,110",13.1,34.6,38,14.2
ID,Power County,"1,092","1,540","1,294",737,23.4,33,27.8,15.8
ID,Shoshone County,"1,347","3,406","3,227","1,129",14.8,37.4,35.4,12.4
ID,Teton County,518,"1,215","2,321","3,000",7.3,17.2,32.9,42.5
ID,Twin Falls County,"6,437","14,890","20,870","9,982",12.3,28.5,40,19.1
ID,Valley County,434,"1,815","3,115","2,384",5.6,23.4,40.2,30.8
ID,Washington County,"1,138","2,339","2,436","1,161",16.1,33.1,34.4,16.4
IL,Illinois,"991,424","2,281,524","2,494,547","2,898,584",11.4,26.3,28.8,33.4
IL,Adams County,"3,833","16,092","15,453","10,783",8.3,34.9,33.5,23.4
IL,Alexander County,996,"1,606","1,526",497,21.5,34.7,33,10.7
IL,Bond County,"1,292","4,684","3,632","2,296",10.9,39.3,30.5,19.3
IL,Boone County,"4,605","12,380","10,237","7,561",13.2,35.6,29.4,21.7
IL,Brown County,819,"1,911","1,653",664,16.2,37.9,32.8,13.2
IL,Bureau County,"2,112","9,117","7,934","4,455",8.9,38.6,33.6,18.9
IL,Calhoun County,305,"1,589","1,146",484,8.7,45.1,32.5,13.7
IL,Carroll County,911,"4,558","3,408","1,869",8.5,42.4,31.7,17.4
IL,Cass County,"1,353","3,997","2,206","1,173",15.5,45.8,25.3,13.4
IL,Champaign County,"5,918","26,351","34,989","52,702",4.9,22,29.2,43.9
IL,Christian County,"2,663","10,172","7,186","3,919",11.1,42.5,30,16.4
IL,Clark County,936,"4,246","3,971","1,894",8.5,38.4,35.9,17.1
IL,Clay County,"1,043","3,454","3,540","1,408",11,36.6,37.5,14.9
IL,Clinton County,"2,906","8,454","9,382","5,885",10.9,31.7,35.2,22.1
IL,Coles County,"3,016","10,078","11,247","8,569",9.2,30.6,34.2,26
IL,Cook County,"494,411","841,480","911,935","1,330,956",13.8,23.5,25.5,37.2
IL,Crawford County,"1,846","4,320","5,431","2,351",13.2,31,38.9,16.9
IL,Cumberland County,869,"2,909","2,704","1,148",11.4,38.1,35.4,15
IL,DeKalb County,"4,505","15,948","22,121","18,750",7.3,26,36.1,30.6
IL,De Witt County,961,"4,269","3,907","2,326",8.4,37.2,34.1,20.3
IL,Douglas County,"2,298","4,436","3,971","2,494",17.4,33.6,30.1,18.9
IL,DuPage County,"48,155","117,126","163,724","303,907",7.6,18.5,25.9,48
IL,Edgar County,"1,447","4,851","4,112","2,229",11.4,38.4,32.5,17.6
IL,Edwards County,473,"1,637","1,887",571,10.4,35.8,41.3,12.5
IL,Effingham County,"1,835","8,483","7,558","5,218",7.9,36.7,32.7,22.6
